event_id,timestamp,user_id,device_id,session_id,resource_id,ip_address,country,city,latitude,longitude,authentication_method,authentication_result,failure_reason,attack_label,is_attack
72,2026-04-29 01:11:40.075603,95,621,102,16,10.5.155.128,USA,Lisaberg,-9.9373545,-92.862474,MFA,Success,,0,False
73,2026-04-29 01:37:40.075603,546,339,393,16,10.231.26.67,USA,Natalieview,21.1574685,70.908677,MFA,Success,,0,False
74,2026-04-29 03:04:40.075603,407,1580,119,15,10.119.162.138,USA,South Adamton,14.026058,124.381528,MFA,Success,,0,False
75,2026-04-29 05:07:40.075603,340,59,456,16,192.168.227.6,USA,Port Cynthia,-34.492523,28.956082,Password,Success,,0,False
76,2026-04-29 05:22:40.075603,227,760,289,12,192.168.90.21,USA,Amychester,-44.92265,-53.166811,SSO,Success,,0,False
77,2026-04-29 05:29:40.075603,818,945,111,20,139.16.87.216,Turkey,Amandastad,-3.37214,-112.948606,MFA,Failure,Invalid Password,3,True
78,2026-04-29 07:46:40.075603,266,154,455,24,192.168.218.110,USA,Franklinville,77.070269,-39.866611,Password,Failure,,0,False
79,2026-04-29 08:19:40.075603,141,1798,461,15,202.245.238.242,Suriname,Port Danielport,88.4622425,-106.491913,Password,Success,,6,True
80,2026-04-29 08:22:40.075603,472,417,32,27,172.17.9.26,USA,New Kevinside,-21.298556,-110.79844,SSO,Success,,0,False
81,2026-04-29 08:26:40.075603,613,82,492,29,172.29.67.203,USA,South Jacob,49.202946,131.865959,SSO,Success,,0,False
82,2026-04-29 08:26:40.075603,350,1487,425,20,172.19.149.112,USA,Smithfurt,22.746637,34.913906,MFA,Success,,0,False
83,2026-04-29 09:06:40.075603,820,1164,289,12,192.168.226.250,USA,Simston,8.8811685,-61.614184,Password,Success,,0,False
84,2026-04-29 11:39:40.075603,668,1319,391,14,172.16.179.168,USA,West Rebecca,-15.263098,-17.817649,Password,Success,,0,False
85,2026-04-29 12:27:40.075603,585,923,401,10,172.19.163.65,USA,Carlchester,-18.2459155,100.612134,MFA,Success,,0,False
86,2026-04-29 13:32:40.075603,215,1082,258,11,10.73.236.195,USA,East Angelaside,-63.084706,138.42459,MFA,Success,,0,False
87,2026-04-29 14:10:40.075603,458,659,193,19,172.16.145.88,USA,Blacktown,53.2015315,-60.844126,SSO,Success,,0,False
88,2026-04-29 15:22:40.075603,658,906,90,24,172.29.186.166,USA,West Jeremiah,67.507014,-25.6495,Password,Success,,0,False
89,2026-04-29 15:37:40.075603,380,1645,303,14,172.29.44.208,USA,Mathewborough,-8.320654,-80.318927,Password,Success,,0,False
90,2026-04-29 16:10:40.075603,212,1183,237,15,192.168.112.147,USA,Port Tammy,12.883793,-70.939395,Password,Success,,0,False
91,2026-04-29 16:38:40.075603,303,248,107,6,172.18.227.4,USA,South Kenneth,71.6312115,-80.744264,SSO,Success,,0,False
92,2026-04-29 19:12:40.075603,347,864,134,7,10.221.49.15,USA,Codymouth,1.920814,162.460815,MFA,Success,,0,False
93,2026-04-29 19:26:40.075603,384,360,482,4,192.168.168.30,USA,Donovanbury,-33.2947095,99.640277,MFA,Success,,0,False
94,2026-04-29 21:57:40.075603,286,894,286,23,172.17.132.145,USA,Matthewmouth,29.2748655,-31.447704,MFA,Success,,0,False
95,2026-04-29 22:26:40.075603,277,570,302,13,172.26.122.143,USA,Sarahborough,-35.8561845,-17.36596,MFA,Success,,0,False
96,2026-04-30 00:16:40.075603,599,462,89,29,172.25.248.188,USA,East Debbie,41.0390835,40.086217,Password,Success,,0,False
97,2026-04-30 00:37:40.075603,481,814,47,30,172.28.102.168,USA,Timothyshire,-39.407702,126.906106,Password,Success,,0,False
98,2026-04-30 01:26:40.075603,546,359,351,27,172.31.176.92,USA,Cynthiashire,3.5576695,99.118806,MFA,Success,,0,False
99,2026-04-30 02:30:40.075603,611,229,183,24,172.31.39.181,USA,Mullinsville,23.468114,135.210183,Password,Success,,0,False
100,2026-04-30 03:18:40.075603,712,1377,139,23,192.168.71.254,USA,Michelleshire,88.489038,-4.636878,MFA,Success,,0,False
101,2026-04-30 04:04:40.075603,580,1072,243,7,172.21.247.158,USA,South Stanleybury,28.718763,-45.685748,Password,Success,,0,False
102,2026-04-30 04:15:40.075603,212,151,308,12,172.30.209.213,USA,North Ronald,72.1928145,-18.335328,MFA,Success,,0,False
103,2026-04-30 04:23:40.075603,713,1528,439,24,172.19.19.108,USA,West Christopherside,83.345357,18.309391,MFA,Success,,0,False
104,2026-04-30 04:56:40.075603,973,1710,300,13,172.19.114.165,USA,Stephenborough,72.817504,63.381562,Password,Success,,0,False
105,2026-04-30 05:52:40.075603,510,886,426,15,192.168.79.92,USA,West Victoriamouth,39.1821095,130.727553,MFA,Success,,0,False
106,2026-04-30 06:28:40.075603,526,972,260,18,172.31.156.10,USA,Codyside,-1.738689,168.268857,Password,Success,,0,False
107,2026-04-30 06:54:40.075603,603,1514,198,9,172.20.250.214,USA,North Brittney,-23.9150545,33.175444,SSO,Success,,0,False
108,2026-04-30 07:02:40.075603,89,1718,187,7,10.220.40.191,USA,Codyton,-45.458731,2.693578,MFA,Success,,0,False
109,2026-04-30 08:29:40.075603,444,206,478,23,192.168.169.59,USA,New Lauren,46.353112,38.582699,SSO,Success,,0,False
110,2026-04-30 08:41:40.075603,790,19,324,12,10.78.127.178,USA,North Derek,-53.9109875,-2.731099,SSO,Success,,0,False
111,2026-04-30 09:03:40.075603,387,291,404,25,192.168.218.129,USA,Lake Alan,-76.6264445,123.721043,Password,Success,,0,False
112,2026-04-30 09:29:40.075603,429,1409,135,20,10.31.46.102,USA,Lake Nathanielburgh,-89.5359035,104.069658,MFA,Success,,0,False
113,2026-04-30 09:46:40.075603,597,169,21,20,192.168.37.95,USA,Cherylfurt,62.843249,143.99119,Password,Success,,0,False
114,2026-04-30 10:04:40.075603,407,820,149,18,172.17.173.206,USA,Hollandberg,68.8005615,-167.63581,SSO,Success,,0,False
115,2026-04-30 10:31:40.075603,547,1506,253,20,192.168.211.224,USA,South Mollymouth,-82.461291,-1.308177,SSO,Success,,0,False
116,2026-04-30 10:50:40.075603,571,1210,274,25,192.168.91.188,USA,North Rachel,20.919857,125.285681,SSO,Success,,0,False
117,2026-04-30 11:47:40.075603,356,1326,404,15,192.168.150.113,USA,Port Rhonda,-83.755091,178.986452,MFA,Success,,0,False
118,2026-04-30 11:58:40.075603,379,569,202,9,192.168.191.251,USA,North Aaron,41.741816,66.142572,MFA,Success,,0,False
119,2026-04-30 12:31:40.075603,237,512,382,2,192.168.254.253,USA,Angieshire,-13.703496,37.76993,SSO,Success,,0,False
120,2026-04-30 12:35:40.075603,624,545,283,9,10.190.22.162,USA,South Richardmouth,3.1271705,153.811663,Password,Success,,0,False
121,2026-04-30 12:49:40.075603,119,496,156,29,192.168.28.90,USA,Ronaldtown,-75.562975,-134.230117,SSO,Failure,,0,False
122,2026-04-30 13:13:40.075603,957,1779,434,16,10.63.214.57,USA,South Cory,83.0888355,117.223558,Password,Success,,0,False
123,2026-04-30 13:41:40.075603,320,1799,216,3,192.168.104.94,USA,Port Timothy,-67.638847,91.473171,SSO,Success,,0,False
124,2026-04-30 13:59:40.075603,882,326,299,24,109.141.36.153,Swaziland,Sweeneyshire,12.280799,-167.683667,SSO,Success,,7,True
125,2026-04-30 15:12:40.075603,921,1591,389,5,10.149.38.39,USA,South Andrewbury,84.4105845,148.008871,SSO,Success,,0,False
126,2026-04-30 15:42:40.075603,397,1648,55,24,192.168.84.73,USA,East Allisonbury,38.505906,3.690557,Password,Success,,0,False
127,2026-04-30 16:10:40.075603,696,1007,17,16,10.177.119.14,USA,Nathanton,-4.379708,53.602015,MFA,Success,,0,False
128,2026-04-30 16:10:40.075603,566,1463,21,21,192.168.113.228,USA,East Richard,37.479013,61.3273,MFA,Success,,0,False
129,2026-04-30 17:01:40.075603,588,121,354,17,192.168.230.184,USA,North Andreastad,59.962338,128.09313,MFA,Success,,0,False
130,2026-04-30 17:04:40.075603,161,580,155,1,172.16.85.112,USA,Williamsmouth,-55.401825,175.925566,Password,Success,,0,False
131,2026-04-30 17:08:40.075603,192,826,404,8,10.69.235.99,USA,Stephanieshire,-86.691732,-166.043041,SSO,Success,,0,False
132,2026-04-30 17:18:40.075603,44,449,389,8,192.168.157.246,USA,Tamiborough,45.941582,146.745393,Password,Success,,0,False
133,2026-04-30 18:21:40.075603,160,1642,158,12,10.58.181.135,USA,Lake Sharonview,-14.0020875,-129.988606,SSO,Success,,0,False
134,2026-04-30 19:12:40.075603,403,992,141,22,172.19.197.38,USA,Colemanmouth,-29.865157,-36.000044,MFA,Success,,0,False
135,2026-04-30 19:58:40.075603,52,827,293,24,192.168.113.226,USA,Stephenbury,47.1547535,-127.060238,SSO,Success,,0,False
136,2026-04-30 21:05:40.075603,895,1154,428,28,67.5.76.193,Costa Rica,Johnsonburgh,62.0904955,-67.208656,MFA,Success,,7,True
137,2026-04-30 21:21:40.075603,217,619,223,3,10.222.229.121,USA,Connerton,-13.0886495,15.439692,MFA,Success,,0,False
138,2026-04-30 23:00:40.075603,839,569,451,14,10.90.31.94,USA,Donaldburgh,87.9116,100.950763,Password,Success,,0,False
139,2026-04-30 23:04:40.075603,371,653,129,19,192.168.176.210,USA,East Annatown,-72.971625,46.403903,Password,Success,,0,False
140,2026-04-30 23:53:40.075603,158,721,397,18,172.29.183.239,USA,New Charles,58.742162,-137.216171,SSO,Success,,0,False
141,2026-05-01 00:22:40.075603,38,52,472,5,192.168.42.41,USA,East Emily,25.1827965,99.126064,MFA,Success,,0,False
142,2026-05-01 01:01:40.075603,696,707,369,13,192.168.211.230,USA,Normanberg,69.182543,-90.450461,SSO,Success,,0,False
143,2026-05-01 01:11:40.075603,800,1351,200,23,192.168.154.231,USA,South Diana,7.7666995,-95.963081,SSO,Success,,0,False
144,2026-05-01 01:27:40.075603,218,479,331,12,192.168.5.231,USA,Mosschester,-2.7310155,-59.532419,SSO,Success,,0,False
145,2026-05-01 02:03:40.075603,365,501,3,21,192.168.23.30,USA,Amandastad,-87.9625925,-80.707575,SSO,Success,,0,False
146,2026-05-01 02:07:40.075603,237,1727,124,14,10.192.241.194,USA,Scottport,-24.2164435,58.33734,SSO,Success,,0,False
147,2026-05-01 06:18:40.075603,481,320,434,5,172.20.139.253,USA,North Michealside,29.8924395,-130.404894,Password,Success,,0,False
148,2026-05-01 07:25:40.075603,3,1356,134,29,172.16.29.112,USA,East William,-15.3159905,149.459474,Password,Success,,0,False
149,2026-05-01 08:12:40.075603,458,899,205,7,192.168.255.31,USA,Joannachester,-83.8978615,-165.962019,Password,Success,,0,False
150,2026-05-01 08:52:40.075603,954,725,363,24,10.113.171.176,USA,Tylerside,82.463179,-166.611791,SSO,Success,,0,False
151,2026-05-01 09:30:40.075603,166,1153,89,11,172.31.20.113,USA,Albertborough,-89.614799,-43.506395,MFA,Success,,0,False
152,2026-05-01 09:58:40.075603,274,89,302,12,192.168.173.33,USA,North Derrick,-41.047871,-168.354687,Password,Success,,0,False
153,2026-05-01 10:01:40.075603,396,737,328,18,172.16.118.24,USA,New Coryport,-12.1029085,-35.874061,Password,Success,,0,False
154,2026-05-01 10:05:40.075603,911,1228,352,12,10.36.134.44,USA,West Shaunville,23.257623,11.939023,MFA,Success,,0,False
155,2026-05-01 12:01:40.075603,319,1252,381,17,10.216.163.185,USA,North Joshuatown,-44.306595,-130.164658,MFA,Failure,,0,False
156,2026-05-01 12:53:40.075603,3,966,91,2,172.22.154.149,USA,Evansland,-5.7076245,149.682506,Password,Success,,0,False
157,2026-05-01 13:27:40.075603,37,395,157,13,192.168.252.160,USA,East Haley,-31.9730085,33.619023,SSO,Success,,0,False
158,2026-05-01 14:36:40.075603,397,1569,194,23,10.166.165.182,USA,Davidshire,36.1302395,-155.303965,Password,Success,,0,False
159,2026-05-01 16:41:40.075603,563,1780,94,23,192.168.108.44,USA,South Timothymouth,88.7436295,-66.725423,MFA,Success,,0,False
160,2026-05-01 16:44:40.075603,359,953,466,13,172.17.145.9,USA,Williamsburgh,14.445541,145.952741,SSO,Success,,0,False
161,2026-05-01 17:20:40.075603,831,1449,452,30,172.25.43.252,USA,Dunnhaven,25.2033445,-47.741312,MFA,Success,,0,False
162,2026-05-01 17:21:40.075603,105,1367,190,15,192.168.132.96,USA,Patrickton,-8.003303,171.699606,SSO,Success,,0,False
163,2026-05-01 17:32:40.075603,846,1089,108,27,172.28.112.218,USA,Lake David,79.7020785,127.25224,SSO,Success,,0,False
164,2026-05-01 18:11:40.075603,88,262,288,8,172.29.53.119,USA,Veronicachester,14.014964,-98.071396,SSO,Success,,0,False
165,2026-05-01 18:13:40.075603,994,186,159,26,192.168.109.190,USA,Michaelton,83.9005645,156.144347,Password,Success,,0,False
166,2026-05-01 19:45:40.075603,43,1736,36,9,10.249.124.17,USA,Dianaberg,50.9019395,-121.101909,Password,Success,,0,False
167,2026-05-01 20:16:40.075603,345,107,271,28,172.19.53.189,USA,Hardinside,-42.260629,99.180106,SSO,Failure,,0,False
168,2026-05-01 20:21:40.075603,418,1275,359,1,172.24.216.94,USA,Dawnland,-56.78788,-125.735588,SSO,Success,,0,False
169,2026-05-01 20:40:40.075603,862,325,339,22,172.29.112.161,USA,West Amber,-81.817186,60.327555,SSO,Failure,,0,False
170,2026-05-01 20:40:40.075603,754,237,430,14,10.133.35.136,USA,Meganburgh,-39.936767,-11.94796,MFA,Success,,0,False
171,2026-05-01 21:37:40.075603,27,1585,401,26,192.168.150.239,USA,Andrewchester,12.6514195,-5.149125,Password,Success,,0,False
172,2026-05-01 22:16:40.075603,949,250,154,13,10.111.197.185,USA,North Ashley,-42.0514045,-94.574433,MFA,Success,,0,False
173,2026-05-01 23:59:40.075603,121,293,125,16,172.21.20.184,USA,North Tinaburgh,23.1155985,129.732353,MFA,Success,,0,False
174,2026-05-02 01:40:40.075603,799,604,81,20,192.168.116.94,USA,Lake Vanessafort,-14.6331825,29.602929,SSO,Success,,0,False
175,2026-05-02 02:24:40.075603,918,712,245,28,172.27.183.192,USA,Walshshire,-23.3741005,-101.116561,SSO,Success,,0,False
176,2026-05-02 02:54:40.075603,755,971,257,20,192.168.151.12,USA,Caitlynburgh,-77.867905,-4.988146,MFA,Success,,0,False
177,2026-05-02 04:40:40.075603,594,163,142,29,192.168.0.94,USA,Thomasview,-55.586948,-6.657023,SSO,Success,,0,False
178,2026-05-02 04:45:40.075603,939,984,416,27,172.28.168.169,USA,Williamville,25.7385625,-32.150161,SSO,Success,,0,False
179,2026-05-02 04:49:40.075603,128,35,316,12,10.91.210.70,USA,East Heathershire,70.422459,-141.891477,MFA,Success,,0,False
180,2026-05-02 05:24:40.075603,806,720,483,18,172.16.225.155,USA,South Kimberlybury,62.387178,142.998699,SSO,Success,,0,False
181,2026-05-02 05:35:40.075603,94,238,295,12,172.17.21.154,USA,East Jeremyview,-17.0132455,-64.334291,Password,Success,,0,False
182,2026-05-02 06:26:40.075603,143,419,281,27,192.168.93.133,USA,Port Daniel,-27.77591,-65.530292,SSO,Success,,0,False
183,2026-05-02 06:40:40.075603,637,989,366,20,192.168.241.39,USA,North Marioton,-42.0044275,102.969112,MFA,Success,,0,False
184,2026-05-02 06:43:40.075603,11,324,441,14,10.67.51.118,USA,Port Sarahport,-58.415836,163.359335,SSO,Success,,0,False
185,2026-05-02 08:39:40.075603,635,1548,419,14,10.102.150.82,USA,Mooremouth,-21.7580345,54.867532,Password,Success,,0,False
186,2026-05-02 08:48:40.075603,416,1766,140,18,10.221.223.16,USA,South Carl,57.0670645,-44.026223,MFA,Failure,,0,False
187,2026-05-02 09:39:40.075603,213,467,125,19,192.168.34.115,USA,Port Nicholas,87.332826,56.148823,SSO,Success,,0,False
188,2026-05-02 11:31:40.075603,832,53,133,18,172.30.184.94,USA,Paynetown,10.4633965,71.63538,Password,Success,,0,False
189,2026-05-02 13:07:40.075603,62,924,204,18,172.23.203.221,USA,New Brittany,-65.763317,-43.994255,SSO,Success,,0,False
190,2026-05-02 14:04:40.075603,26,753,167,21,192.168.217.113,USA,East Kaylafurt,-44.2602935,106.576102,SSO,Success,,0,False
191,2026-05-02 16:36:40.075603,452,369,133,25,192.168.49.91,USA,Vasquezshire,-37.3095825,-112.443933,MFA,Success,,0,False
192,2026-05-02 17:24:40.075603,477,540,97,2,172.19.7.227,USA,Gonzalezville,-44.8591,140.177829,MFA,Success,,0,False
193,2026-05-02 18:20:40.075603,823,593,147,19,10.170.113.98,USA,North Michael,78.019529,-69.96411,Password,Success,,0,False
194,2026-05-02 18:36:40.075603,158,1172,411,8,10.185.64.207,USA,South Jerry,42.837189,-30.787051,Password,Success,,0,False
195,2026-05-02 20:36:40.075603,583,538,373,27,10.169.33.62,USA,Port Carlosville,-76.4231905,59.944456,MFA,Success,,0,False
196,2026-05-02 20:50:40.075603,798,1578,407,25,192.168.100.24,USA,West Kelly,28.868216,-170.056248,MFA,Success,,0,False
197,2026-05-02 21:00:40.075603,51,65,431,28,192.168.17.37,USA,East Kyle,-11.414153,-81.692711,MFA,Success,,0,False
198,2026-05-02 21:21:40.075603,385,1081,29,20,10.7.164.42,USA,Kristenmouth,44.352294,-163.100469,SSO,Success,,0,False
199,2026-05-02 21:36:40.075603,576,174,361,29,172.20.2.130,USA,Lake James,-12.4285865,-15.31122,Password,Success,,0,False
200,2026-05-02 22:33:40.075603,359,1304,287,29,172.27.0.165,USA,Vanessastad,-71.5074835,-84.84743,Password,Success,,0,False
201,2026-05-02 23:34:40.075603,42,316,415,12,192.168.125.7,USA,Cunninghamberg,23.840487,122.154095,SSO,Success,,0,False
202,2026-05-03 00:12:40.075603,362,1075,403,4,10.69.94.16,USA,East Gabriella,-56.9544715,109.454528,SSO,Success,,0,False
203,2026-05-03 01:34:40.075603,436,46,320,27,192.168.248.3,USA,Meganland,-20.827549,141.447212,Password,Success,,0,False
204,2026-05-03 02:32:40.075603,79,319,448,4,172.26.65.142,USA,Brittanyfurt,-38.36439,-75.149793,Password,Success,,0,False
205,2026-05-03 03:57:40.075603,214,12,166,11,172.22.171.113,USA,Cassandraburgh,77.416667,-155.839254,MFA,Failure,,0,False
